business_units,sub_unit,accounts,amount
C,000374,re_incomes,1363
C,000374,rent,-8330
C,000374,shrinkage,-5505
C,000374,third_party_service,-168
C,000374,transportation_cost,-3257
C,000374,utilities,-7951
C,000374,wage,-14808
C,000375,advertising,-626
C,000375,cogs,-418259
C,000375,credit_card_fee,-1799
C,000375,customer_loyalty,-815
C,000375,equipment_lease,-67
C,000375,income _allowances,46713
C,000375,insurance,-831
C,000375,it_maintenance,-209
C,000375,maintenance,-1312
C,000375,materials,-802
C,000375,net_sales,453982
C,000375,others,-950
C,000375,others_incomes,447
C,000375,re_incomes,1363
C,000375,rent,-8245
C,000375,shrinkage,-5281
C,000375,third_party_service,-168
C,000375,transportation_cost,-3124
C,000375,utilities,-7710
C,000375,wage,-14691
C,000376,advertising,-707
C,000376,cogs,-472273
C,000376,credit_card_fee,-2266
C,000376,customer_loyalty,-920
C,000376,equipment_lease,-67
C,000376,income _allowances,52745
C,000376,insurance,-1021
C,000376,it_maintenance,-235
C,000376,maintenance,-1312
C,000376,materials,-909
C,000376,net_sales,512609
C,000376,others,-950
C,000376,others_incomes,447
C,000376,re_incomes,1363
C,000376,rent,-8358
C,000376,shrinkage,-5964
C,000376,third_party_service,-168
C,000376,transportation_cost,-3528
C,000376,utilities,-8143
C,000376,wage,-15859
C,000377,advertising,-875
C,000377,cogs,-584959
C,000377,credit_card_fee,-2965
C,000377,customer_loyalty,-1140
C,000377,equipment_lease,-67
C,000377,income _allowances,65330
C,000377,insurance,-1244
C,000377,it_maintenance,-256
C,000377,maintenance,-1312
C,000377,materials,-1056
C,000377,net_sales,634920
C,000377,others,-950
C,000377,others_incomes,447
C,000377,re_incomes,1363
C,000377,rent,0
C,000377,shrinkage,-7387
C,000377,third_party_service,-168
C,000377,transportation_cost,-4370
C,000377,utilities,-8970
C,000377,wage,-18722
C,000378,advertising,-796
C,000378,cogs,-531759
C,000378,credit_card_fee,-2797
C,000378,customer_loyalty,-1036
C,000378,equipment_lease,-67
C,000378,income _allowances,59389
C,000378,insurance,-1051
C,000378,it_maintenance,-234
C,000378,maintenance,-1312
C,000378,materials,-902
C,000378,net_sales,577176
C,000378,others,-950
C,000378,others_incomes,447
C,000378,re_incomes,1363
C,000378,rent,0
C,000378,shrinkage,-6715
C,000378,third_party_service,-168
C,000378,transportation_cost,-3972
C,000378,utilities,-8362
C,000378,wage,-17698
C,000379,advertising,-721
C,000379,cogs,-481557
C,000379,credit_card_fee,-2409
C,000379,customer_loyalty,-938
C,000379,equipment_lease,-67
C,000379,income _allowances,53782
C,000379,insurance,-892
C,000379,it_maintenance,-215
C,000379,maintenance,-1312
C,000379,materials,-902
C,000379,net_sales,522687
C,000379,others,-950
C,000379,others_incomes,447
C,000379,re_incomes,1363
C,000379,rent,0
C,000379,shrinkage,-6082
C,000379,third_party_service,-168
C,000379,transportation_cost,-3597
C,000379,utilities,-8221
C,000379,wage,-17341
C,000380,advertising,-894
C,000380,cogs,-597410
C,000380,credit_card_fee,-2928
C,000380,customer_loyalty,-1164
C,000380,equipment_lease,-67
C,000380,income _allowances,66721
C,000380,insurance,-1226
C,000380,it_maintenance,-252
C,000380,maintenance,-1312
C,000380,materials,-1076
C,000380,net_sales,648434
C,000380,others,-950
C,000380,others_incomes,447
C,000380,re_incomes,1363
C,000380,rent,0
C,000380,shrinkage,-7545
C,000380,third_party_service,-168
C,000380,transportation_cost,-4463
C,000380,utilities,-9017
C,000380,wage,-19071
C,000381,advertising,-660
C,000381,cogs,-441074
C,000381,credit_card_fee,-1904
C,000381,customer_loyalty,-859
C,000381,equipment_lease,-67
C,000381,income _allowances,49261
C,000381,insurance,-817
C,000381,it_maintenance,-209
C,000381,maintenance,-1312
C,000381,materials,-1011
C,000381,net_sales,478746
C,000381,others,-950
C,000381,others_incomes,447
C,000381,re_incomes,1363
C,000381,rent,-24359
C,000381,shrinkage,-5570
C,000381,third_party_service,-168
C,000381,transportation_cost,-3295
C,000381,utilities,-8249
C,000381,wage,-16060
C,000382,advertising,-651
C,000382,cogs,-435395
C,000382,credit_card_fee,-1882
C,000382,customer_loyalty,-848
C,000382,equipment_lease,-67
C,000382,income _allowances,48626
C,000382,insurance,-803
C,000382,it_maintenance,-209
C,000382,maintenance,-1312
C,000382,materials,-942
C,000382,net_sales,472582
C,000382,others,-950
C,000382,others_incomes,447
C,000382,re_incomes,1363
C,000382,rent,-24441
C,000382,shrinkage,-5498
C,000382,third_party_service,-168
C,000382,transportation_cost,-3252
C,000382,utilities,-8155
C,000382,wage,-15742
C,000383,advertising,-648
C,000383,cogs,-433376
C,000383,credit_card_fee,-1814
C,000383,customer_loyalty,-844
C,000383,equipment_lease,-67
C,000383,income _allowances,48401
C,000383,insurance,-815
C,000383,it_maintenance,-205
C,000383,maintenance,-1312
C,000383,materials,-870
C,000383,net_sales,470390
C,000383,others,-950
C,000383,others_incomes,447
C,000383,re_incomes,1363
C,000383,rent,-24763
C,000383,shrinkage,-5473
C,000383,third_party_service,-168
C,000383,transportation_cost,-3237
C,000383,utilities,-8079
C,000383,wage,-15816
C,000384,advertising,-667
C,000384,cogs,-445507
C,000384,credit_card_fee,-1834
C,000384,customer_loyalty,-868
C,000384,equipment_lease,-67
C,000384,income _allowances,49756
C,000384,insurance,-804
C,000384,it_maintenance,-205
C,000384,maintenance,-1312
C,000384,materials,-995
C,000384,net_sales,483557
C,000384,others,-950
C,000384,others_incomes,447
C,000384,re_incomes,1363
C,000384,rent,-24356
C,000384,shrinkage,-5626
C,000384,third_party_service,-168
C,000384,transportation_cost,-3328
C,000384,utilities,-8221
C,000384,wage,-16406
C,000385,advertising,-526
C,000385,cogs,-351365
C,000385,credit_card_fee,-1458
C,000385,customer_loyalty,-685
C,000385,equipment_lease,-67
C,000385,income _allowances,39242
C,000385,insurance,-619
C,000385,it_maintenance,-196
C,000385,maintenance,-1312
C,000385,materials,-794
C,000385,net_sales,381375
C,000385,others,-950
C,000385,others_incomes,447
C,000385,re_incomes,1363
C,000385,rent,-8457
C,000385,shrinkage,-4437
C,000385,third_party_service,-168
C,000385,transportation_cost,-2625
C,000385,utilities,-8073
C,000385,wage,-13869
C,000386,advertising,-532
C,000386,cogs,-355335
C,000386,credit_card_fee,-1466
C,000386,customer_loyalty,-692
C,000386,equipment_lease,-67
C,000386,income _allowances,39685
C,000386,insurance,-614
C,000386,it_maintenance,-195
C,000386,maintenance,-1312
C,000386,materials,-817
C,000386,net_sales,385683
C,000386,others,-950
C,000386,others_incomes,447
C,000386,re_incomes,1363
C,000386,rent,-8488
C,000386,shrinkage,-4487
C,000386,third_party_service,-168
C,000386,transportation_cost,-2654
C,000386,utilities,-8103
C,000386,wage,-13999
C,000387,advertising,-546
C,000387,cogs,-365138
C,000387,credit_card_fee,-1558
C,000387,customer_loyalty,-711
C,000387,equipment_lease,-67
C,000387,income _allowances,40780
C,000387,insurance,-712
C,000387,it_maintenance,-198
C,000387,maintenance,-1312
C,000387,materials,-764
C,000387,net_sales,396324
C,000387,others,-950
C,000387,others_incomes,447
C,000387,re_incomes,1363
C,000387,rent,-8603
C,000387,shrinkage,-4610
C,000387,third_party_service,-168
C,000387,transportation_cost,-2727
C,000387,utilities,-7799
C,000387,wage,-14576
C,000388,advertising,-530
C,000388,cogs,-354559
C,000388,credit_card_fee,-1447
C,000388,customer_loyalty,-691
C,000388,equipment_lease,-67
C,000388,income _allowances,39598
C,000388,insurance,-602
C,000388,it_maintenance,-193
C,000388,maintenance,-1312
C,000388,materials,-785
C,000388,net_sales,384841
C,000388,others,-950
C,000388,others_incomes,447
C,000388,re_incomes,1363
C,000388,rent,-8457
C,000388,shrinkage,-4477
C,000388,third_party_service,-168
C,000388,transportation_cost,-2648
C,000388,utilities,-7999
C,000388,wage,-13990
C,000389,advertising,-604
C,000389,cogs,-403430
C,000389,credit_card_fee,-1959
C,000389,customer_loyalty,-786
C,000389,equipment_lease,-67
C,000389,income _allowances,45056
C,000389,insurance,-952
C,000389,it_maintenance,-230
C,000389,maintenance,-1312
C,000389,materials,-828
C,000389,net_sales,437886
C,000389,others,-950
C,000389,others_incomes,447
C,000389,re_incomes,1363
C,000389,rent,0
C,000389,shrinkage,-5095
C,000389,third_party_service,-168
C,000389,transportation_cost,-3014
C,000389,utilities,-7553
C,000389,wage,-15639
C,000390,advertising,-599
C,000390,cogs,-400542
C,000390,credit_card_fee,-1933
C,000390,customer_loyalty,-780
C,000390,equipment_lease,-67
C,000390,income _allowances,44734
C,000390,insurance,-917
C,000390,it_maintenance,-226
C,000390,maintenance,-1312
C,000390,materials,-721
C,000390,net_sales,434752
C,000390,others,-950
C,000390,others_incomes,447
C,000390,re_incomes,1363
C,000390,rent,0
C,000390,shrinkage,-5058
C,000390,third_party_service,-168
C,000390,transportation_cost,-2992
C,000390,utilities,-7483
C,000390,wage,-15771
C,000391,advertising,-538
C,000391,cogs,-359316
C,000391,credit_card_fee,-1643
C,000391,customer_loyalty,-700
C,000391,equipment_lease,-67
C,000391,income _allowances,40130
C,000391,insurance,-744
C,000391,it_maintenance,-203
C,000391,maintenance,-1312
C,000391,materials,-723
C,000391,net_sales,390005
C,000391,others,-950
C,000391,others_incomes,447
C,000391,re_incomes,1363
C,000391,rent,0
C,000391,shrinkage,-4537
C,000391,third_party_service,-168
C,000391,transportation_cost,-2684
C,000391,utilities,-7599
C,000391,wage,-14829
C,000392,advertising,-608
C,000392,cogs,-406675
C,000392,credit_card_fee,-1950
C,000392,customer_loyalty,-792
C,000392,equipment_lease,-67
C,000392,income _allowances,45419
C,000392,insurance,-952
C,000392,it_maintenance,-228
C,000392,maintenance,-1312
C,000392,materials,-837
C,000392,net_sales,441409
C,000392,others,-950
C,000392,others_incomes,447
C,000392,re_incomes,1363
C,000392,rent,0
C,000392,shrinkage,-5135
C,000392,third_party_service,-168
C,000392,transportation_cost,-3038
C,000392,utilities,-7617
C,000392,wage,-15440
C,000393,advertising,-675
C,000393,cogs,-451101
C,000393,credit_card_fee,-2109
C,000393,customer_loyalty,-879
C,000393,equipment_lease,-67
C,000393,income _allowances,50381
C,000393,insurance,-953
C,000393,it_maintenance,-227
C,000393,maintenance,-1312
C,000393,materials,-901
C,000393,net_sales,489629
C,000393,others,-950
C,000393,others_incomes,447
C,000393,re_incomes,1363
C,000393,rent,0
C,000393,shrinkage,-5697
C,000393,third_party_service,-168
C,000393,transportation_cost,-3370
C,000393,utilities,-7600
C,000393,wage,-15620
C,000394,advertising,-644
C,000394,cogs,-430107
C,000394,credit_card_fee,-1787
C,000394,customer_loyalty,-838
C,000394,equipment_lease,-67
C,000394,income _allowances,48036
C,000394,insurance,-938
C,000394,it_maintenance,-224
C,000394,maintenance,-1312
C,000394,materials,-788
C,000394,net_sales,466842
C,000394,others,-950
C,000394,others_incomes,447
C,000394,re_incomes,1363
C,000394,rent,0
C,000394,shrinkage,-5431
C,000394,third_party_service,-168
C,000394,transportation_cost,-3213
C,000394,utilities,-7608
C,000394,wage,-15077
C,000395,advertising,-625
C,000395,cogs,-417957
C,000395,credit_card_fee,-1715
C,000395,customer_loyalty,-814
C,000395,equipment_lease,-67
C,000395,income _allowances,46679
C,000395,insurance,-845
C,000395,it_maintenance,-209
C,000395,maintenance,-1312
C,000395,materials,-724
C,000395,net_sales,453654
C,000395,others,-950
C,000395,others_incomes,447
C,000395,re_incomes,1363
C,000395,rent,0
C,000395,shrinkage,-5278
C,000395,third_party_service,-168
C,000395,transportation_cost,-3122
C,000395,utilities,-7549
C,000395,wage,-14671
C,000396,advertising,-694
C,000396,cogs,-464125
C,000396,credit_card_fee,-2014
C,000396,customer_loyalty,-904
C,000396,equipment_lease,-67
C,000396,income _allowances,51835
C,000396,insurance,-1020
C,000396,it_maintenance,-230
C,000396,maintenance,-1312
C,000396,materials,-882
C,000396,net_sales,503765
C,000396,others,-950
C,000396,others_incomes,447
C,000396,re_incomes,1363
C,000396,rent,0
C,000396,shrinkage,-5861
C,000396,third_party_service,-168
C,000396,transportation_cost,-3467
C,000396,utilities,-7688
C,000396,wage,-15526
C,000397,advertising,-389
C,000397,cogs,-260055
C,000397,credit_card_fee,-1179
C,000397,customer_loyalty,-507
C,000397,equipment_lease,-67
C,000397,income _allowances,29044
C,000397,insurance,-952
C,000397,it_maintenance,-209
C,000397,maintenance,-1312
C,000397,materials,-659
C,000397,net_sales,282266
C,000397,others,-950
C,000397,others_incomes,447
C,000397,re_incomes,1363
C,000397,rent,-9070
C,000397,shrinkage,-3283
C,000397,third_party_service,-168
C,000397,transportation_cost,-1942
C,000397,utilities,-8533
C,000397,wage,-13526
C,000398,advertising,-389
C,000398,cogs,-260142
C,000398,credit_card_fee,-1201
C,000398,customer_loyalty,-507
C,000398,equipment_lease,-67
C,000398,income _allowances,29053
C,000398,insurance,-930
C,000398,it_maintenance,-206
C,000398,maintenance,-1312
C,000398,materials,-634
C,000398,net_sales,282361
C,000398,others,-950
C,000398,others_incomes,447
C,000398,re_incomes,1363
C,000398,rent,-9341
C,000398,shrinkage,-3285
C,000398,third_party_service,-168
C,000398,transportation_cost,-1943
C,000398,utilities,-8584
C,000398,wage,-13524
C,000399,advertising,-416
C,000399,cogs,-277833
C,000399,credit_card_fee,-1196
C,000399,customer_loyalty,-541
C,000399,equipment_lease,-67
C,000399,income _allowances,31029
C,000399,insurance,-761
C,000399,it_maintenance,-195
C,000399,maintenance,-1312
C,000399,materials,-679
C,000399,net_sales,301562
C,000399,others,-950
C,000399,others_incomes,447
C,000399,re_incomes,1363
C,000399,rent,-10163
C,000399,shrinkage,-3508
C,000399,third_party_service,-168
C,000399,transportation_cost,-2075
C,000399,utilities,-8247
C,000399,wage,-13907
C,000400,advertising,-385
C,000400,cogs,-257753
C,000400,credit_card_fee,-1127
C,000400,customer_loyalty,-502
C,000400,equipment_lease,-67
C,000400,income _allowances,28787
C,000400,insurance,-941
C,000400,it_maintenance,-205
C,000400,maintenance,-1312
C,000400,materials,-664
C,000400,net_sales,279767
C,000400,others,-950
C,000400,others_incomes,447
C,000400,re_incomes,1363
C,000400,rent,-9069
C,000400,shrinkage,-3255
C,000400,third_party_service,-168
C,000400,transportation_cost,-1925
C,000400,utilities,-8609
C,000400,wage,-13413
C,000401,advertising,-906
C,000401,cogs,-605125
C,000401,credit_card_fee,-2598
C,000401,customer_loyalty,-1179
C,000401,equipment_lease,-67
C,000401,income _allowances,67583
C,000401,insurance,-1159
C,000401,it_maintenance,-254
C,000401,maintenance,-1312
C,000401,materials,-1104
C,000401,net_sales,656808
C,000401,others,-950
C,000401,others_incomes,447
C,000401,re_incomes,1363
C,000401,rent,0
C,000401,shrinkage,-7642
C,000401,third_party_service,-168
C,000401,transportation_cost,-4520
C,000401,utilities,-8583
C,000401,wage,-18449
C,000402,advertising,-842
C,000402,cogs,-562848
C,000402,credit_card_fee,-2622
C,000402,customer_loyalty,-1097
C,000402,equipment_lease,-67
C,000402,income _allowances,62861
C,000402,insurance,-1096
C,000402,it_maintenance,-244
C,000402,maintenance,-1312
C,000402,materials,-962
C,000402,net_sales,610920
C,000402,others,-950
C,000402,others_incomes,447
C,000402,re_incomes,1363
C,000402,rent,0
C,000402,shrinkage,-7107
C,000402,third_party_service,-168
C,000402,transportation_cost,-4205
C,000402,utilities,-8573
C,000402,wage,-17435
C,000403,advertising,-797
C,000403,cogs,-532489
C,000403,credit_card_fee,-2390
C,000403,customer_loyalty,-1038
C,000403,equipment_lease,-67
C,000403,income _allowances,59470
C,000403,insurance,-935
C,000403,it_maintenance,-220
C,000403,maintenance,-1312
C,000403,materials,-943
C,000403,net_sales,577968
C,000403,others,-950
C,000403,others_incomes,447
C,000403,re_incomes,1363
C,000403,rent,0
C,000403,shrinkage,-6724
C,000403,third_party_service,-168
C,000403,transportation_cost,-3978
C,000403,utilities,-8532
C,000403,wage,-16898
C,000404,advertising,-917
C,000404,cogs,-613074
C,000404,credit_card_fee,-2587
C,000404,customer_loyalty,-1195
C,000404,equipment_lease,-67
C,000404,income _allowances,68470
C,000404,insurance,-1173
C,000404,it_maintenance,-251
C,000404,maintenance,-1312
C,000404,materials,-1104
C,000404,net_sales,665436
C,000404,others,-950
C,000404,others_incomes,447
C,000404,re_incomes,1363
C,000404,rent,0
C,000404,shrinkage,-7742
C,000404,third_party_service,-168
C,000404,transportation_cost,-4580
C,000404,utilities,-8612
C,000404,wage,-18617
C,000405,advertising,-544
C,000405,cogs,-363691
C,000405,credit_card_fee,-1788
C,000405,customer_loyalty,-709
C,000405,equipment_lease,-67
C,000405,income _allowances,40618
C,000405,insurance,-935
C,000405,it_maintenance,-219
C,000405,maintenance,-1312
C,000405,materials,-764
C,000405,net_sales,394754
C,000405,others,-950
C,000405,others_incomes,447
C,000405,re_incomes,1363
C,000405,rent,-19419
C,000405,shrinkage,-4593
C,000405,third_party_service,-168
C,000405,transportation_cost,-2717
C,000405,utilities,-7594
C,000405,wage,-15023
C,000406,advertising,-554
C,000406,cogs,-370289
C,000406,credit_card_fee,-1799
C,000406,customer_loyalty,-721
C,000406,equipment_lease,-67
C,000406,income _allowances,41355
C,000406,insurance,-898
C,000406,it_maintenance,-215
C,000406,maintenance,-1312
C,000406,materials,-681
C,000406,net_sales,401915
C,000406,others,-950
C,000406,others_incomes,447
C,000406,re_incomes,1363
C,000406,rent,-19170
C,000406,shrinkage,-4676
C,000406,third_party_service,-168
C,000406,transportation_cost,-2766
C,000406,utilities,-7711
C,000406,wage,-15274
C,000407,advertising,-521
C,000407,cogs,-348429
C,000407,credit_card_fee,-1628
C,000407,customer_loyalty,-679
C,000407,equipment_lease,-67
C,000407,income _allowances,38914
C,000407,insurance,-759
C,000407,it_maintenance,-200
C,000407,maintenance,-1312
C,000407,materials,-667
C,000407,net_sales,378188
C,000407,others,-950
C,000407,others_incomes,447
C,000407,re_incomes,1363
C,000407,rent,-18429
C,000407,shrinkage,-4400
C,000407,third_party_service,-168
C,000407,transportation_cost,-2603
C,000407,utilities,-7791
C,000407,wage,-14405
C,000408,advertising,-545
C,000408,cogs,-364455
C,000408,credit_card_fee,-1761
C,000408,customer_loyalty,-710
C,000408,equipment_lease,-67
C,000408,income _allowances,40704
C,000408,insurance,-940
C,000408,it_maintenance,-216
C,000408,maintenance,-1312
C,000408,materials,-759
C,000408,net_sales,395583
C,000408,others,-950
C,000408,others_incomes,447
C,000408,re_incomes,1363
C,000408,rent,-19412
C,000408,shrinkage,-4602
C,000408,third_party_service,-168
C,000408,transportation_cost,-2722
C,000408,utilities,-7514
C,000408,wage,-14947
C,000409,advertising,-584
C,000409,cogs,-390546
C,000409,credit_card_fee,-1857
C,000409,customer_loyalty,-761
C,000409,equipment_lease,-67
C,000409,income _allowances,43618
C,000409,insurance,-995
C,000409,it_maintenance,-214
C,000409,maintenance,-1312
C,000409,materials,-705
C,000409,net_sales,423903
C,000409,others,-950
C,000409,others_incomes,447
C,000409,re_incomes,1363
C,000409,rent,0
C,000409,shrinkage,-4932
C,000409,third_party_service,-168
C,000409,transportation_cost,-2917
C,000409,utilities,-8059
C,000409,wage,-14539
C,000410,advertising,-633
C,000410,cogs,-423102
C,000410,credit_card_fee,-1759
C,000410,customer_loyalty,-824
C,000410,equipment_lease,-67
C,000410,income _allowances,47254
C,000410,insurance,-1000
C,000410,it_maintenance,-212
C,000410,maintenance,-1312
C,000410,materials,-713
C,000410,net_sales,459239
C,000410,others,-950
C,000410,others_incomes,447
C,000410,re_incomes,1363
C,000410,rent,0
C,000410,shrinkage,-5343
C,000410,third_party_service,-168
C,000410,transportation_cost,-3161
C,000410,utilities,-8016
C,000410,wage,-14361
C,000411,advertising,-689
C,000411,cogs,-460667
C,000411,credit_card_fee,-2244
C,000411,customer_loyalty,-898
C,000411,equipment_lease,-67
C,000411,income _allowances,51449
C,000411,insurance,-991
C,000411,it_maintenance,-222
C,000411,maintenance,-1312
C,000411,materials,-853
C,000411,net_sales,500012
C,000411,others,-950
C,000411,others_incomes,447
C,000411,re_incomes,1363
C,000411,rent,0
C,000411,shrinkage,-5817
C,000411,third_party_service,-168
C,000411,transportation_cost,-3441
C,000411,utilities,-8256
C,000411,wage,-15077
C,000412,advertising,-785
C,000412,cogs,-524806
C,000412,credit_card_fee,-2494
C,000412,customer_loyalty,-1023
C,000412,equipment_lease,-67
C,000412,income _allowances,58612
C,000412,insurance,-948
C,000412,it_maintenance,-219
C,000412,maintenance,-1312
C,000412,materials,-898
C,000412,net_sales,569629
C,000412,others,-950
C,000412,others_incomes,447
C,000412,re_incomes,1363
C,000412,rent,0
C,000412,shrinkage,-6627
C,000412,third_party_service,-168
C,000412,transportation_cost,-3920
C,000412,utilities,-8415
C,000412,wage,-16616
C,000413,advertising,-556
C,000413,cogs,-371866
C,000413,credit_card_fee,-1762
C,000413,customer_loyalty,-725
C,000413,equipment_lease,-67
C,000413,income _allowances,41531
C,000413,insurance,-906
C,000413,it_maintenance,-219
C,000413,maintenance,-1312
C,000413,materials,-743
C,000413,net_sales,403627
C,000413,others,-950
C,000413,others_incomes,447
C,000413,re_incomes,1363
C,000413,rent,0
C,000413,shrinkage,-4696
C,000413,third_party_service,-168
C,000413,transportation_cost,-2778
C,000413,utilities,-7734
C,000413,wage,-15338
C,000414,advertising,-540
C,000414,cogs,-361262
C,000414,credit_card_fee,-1738
C,000414,customer_loyalty,-704
C,000414,equipment_lease,-67
C,000414,income _allowances,40347
C,000414,insurance,-896
C,000414,it_maintenance,-215
C,000414,maintenance,-1312
C,000414,materials,-691
C,000414,net_sales,392117
C,000414,others,-950
C,000414,others_incomes,447
C,000414,re_incomes,1363
C,000414,rent,0
C,000414,shrinkage,-4562
C,000414,third_party_service,-168
C,000414,transportation_cost,-2699
C,000414,utilities,-7788
C,000414,wage,-15210
C,000415,advertising,-551
C,000415,cogs,-368102
C,000415,credit_card_fee,-1636
C,000415,customer_loyalty,-717
C,000415,equipment_lease,-67
C,000415,income _allowances,41111
C,000415,insurance,-773
C,000415,it_maintenance,-202
C,000415,maintenance,-1312
C,000415,materials,-682
C,000415,net_sales,399541
C,000415,others,-950
C,000415,others_incomes,447
C,000415,re_incomes,1363
C,000415,rent,0
C,000415,shrinkage,-4648
C,000415,third_party_service,-168
C,000415,transportation_cost,-2750
C,000415,utilities,-7765
C,000415,wage,-15140
C,000416,advertising,-570
C,000416,cogs,-380694
C,000416,credit_card_fee,-1776
C,000416,customer_loyalty,-742
C,000416,equipment_lease,-67
C,000416,income _allowances,42517
C,000416,insurance,-970
C,000416,it_maintenance,-220
C,000416,maintenance,-1312
C,000416,materials,-776
C,000416,net_sales,413209
C,000416,others,-950
C,000416,others_incomes,447
C,000416,re_incomes,1363
C,000416,rent,0
C,000416,shrinkage,-4808
C,000416,third_party_service,-168
C,000416,transportation_cost,-2844
C,000416,utilities,-7792
C,000416,wage,-15275
C,000417,advertising,-1695
C,000417,cogs,-1132173
C,000417,credit_card_fee,-2800
C,000417,customer_loyalty,-2207
C,000417,equipment_lease,-67
C,000417,income _allowances,126446
C,000417,insurance,-2296
C,000417,it_maintenance,-323
C,000417,maintenance,-1312
C,000417,materials,-2694
C,000417,net_sales,1228871
C,000417,others,-950
C,000417,others_incomes,447
C,000417,re_incomes,1363
C,000417,rent,0
C,000417,shrinkage,-14299
C,000417,third_party_service,-168
C,000417,transportation_cost,-8458
C,000417,utilities,-21158
C,000417,wage,-30455
C,000418,advertising,-2181
C,000418,cogs,-1456578
C,000418,credit_card_fee,-2826
C,000418,customer_loyalty,-2839
C,000418,equipment_lease,-67
C,000418,income _allowances,162677
C,000418,insurance,-2245
C,000418,it_maintenance,-318
C,000418,maintenance,-1312
C,000418,materials,-2438
C,000418,net_sales,1580983
C,000418,others,-950
C,000418,others_incomes,447
C,000418,re_incomes,1363
C,000418,rent,0
C,000418,shrinkage,-18396
C,000418,third_party_service,-168
C,000418,transportation_cost,-10882
C,000418,utilities,-22867
C,000418,wage,-30515
C,000419,advertising,-1280
C,000419,cogs,-854999
C,000419,credit_card_fee,-2559
C,000419,customer_loyalty,-1666
C,000419,equipment_lease,-67
C,000419,income _allowances,95490
C,000419,insurance,-1813
C,000419,it_maintenance,-247
C,000419,maintenance,-1312
C,000419,materials,-1897
C,000419,net_sales,928024
C,000419,others,-950
C,000419,others_incomes,447
C,000419,re_incomes,1363
C,000419,rent,0
C,000419,shrinkage,-10798
C,000419,third_party_service,-168
C,000419,transportation_cost,-6387
C,000419,utilities,-19198
C,000419,wage,-28482
C,000420,advertising,-1448
C,000420,cogs,-967262
C,000420,credit_card_fee,-2820
C,000420,customer_loyalty,-1885
C,000420,equipment_lease,-67
C,000420,income _allowances,108028
C,000420,insurance,-2323
C,000420,it_maintenance,-331
C,000420,maintenance,-1312
C,000420,materials,-2848
C,000420,net_sales,1049875
C,000420,others,-950
C,000420,others_incomes,447
C,000420,re_incomes,1363
C,000420,rent,0
C,000420,shrinkage,-12216
C,000420,third_party_service,-168
C,000420,transportation_cost,-7226
C,000420,utilities,-21089
C,000420,wage,-29724
C,000421,advertising,-1165
C,000421,cogs,-778465
C,000421,credit_card_fee,-3110
C,000421,customer_loyalty,-1517
C,000421,equipment_lease,-67
C,000421,income _allowances,86942
C,000421,insurance,-1775
C,000421,it_maintenance,-275
C,000421,maintenance,-1312
C,000421,materials,-1443
C,000421,net_sales,844953
C,000421,others,-950
C,000421,others_incomes,447
C,000421,re_incomes,1363
C,000421,rent,-10643
C,000421,shrinkage,-9831
C,000421,third_party_service,-168
C,000421,transportation_cost,-5815
C,000421,utilities,-11598
C,000421,wage,-24491
C,000422,advertising,-1172
C,000422,cogs,-783238
C,000422,credit_card_fee,-3017
C,000422,customer_loyalty,-1527
C,000422,equipment_lease,-67
C,000422,income _allowances,87475
C,000422,insurance,-1757
C,000422,it_maintenance,-266
C,000422,maintenance,-1312
C,000422,materials,-1376
C,000422,net_sales,850134
C,000422,others,-950
C,000422,others_incomes,447
C,000422,re_incomes,1363
C,000422,rent,-10362
C,000422,shrinkage,-9892
C,000422,third_party_service,-168
C,000422,transportation_cost,-5851
C,000422,utilities,-12110
C,000422,wage,-24688
C,000423,advertising,-1191
C,000423,cogs,-795617
C,000423,credit_card_fee,-2920
C,000423,customer_loyalty,-1551
C,000423,equipment_lease,-67
C,000423,income _allowances,88858
C,000423,insurance,-1618
C,000423,it_maintenance,-249
C,000423,maintenance,-1312
C,000423,materials,-1405
C,000423,net_sales,863570
C,000423,others,-950
C,000423,others_incomes,447
C,000423,re_incomes,1363
C,000423,rent,-9526
C,000423,shrinkage,-10048
C,000423,third_party_service,-168
C,000423,transportation_cost,-5944
C,000423,utilities,-12361
C,000423,wage,-24953
C,000424,advertising,-1166
C,000424,cogs,-778813
C,000424,credit_card_fee,-3098
C,000424,customer_loyalty,-1518
C,000424,equipment_lease,-67
C,000424,income _allowances,86981
C,000424,insurance,-1793
C,000424,it_maintenance,-271
C,000424,maintenance,-1312
C,000424,materials,-1414
C,000424,net_sales,845330
C,000424,others,-950
C,000424,others_incomes,447
C,000424,re_incomes,1363
C,000424,rent,-10641
C,000424,shrinkage,-9836
C,000424,third_party_service,-168
C,000424,transportation_cost,-5818
C,000424,utilities,-11655
C,000424,wage,-24464
C,000425,advertising,-866
C,000425,cogs,-578735
C,000425,credit_card_fee,-2567
C,000425,customer_loyalty,-1128
C,000425,equipment_lease,-67
C,000425,income _allowances,64635
C,000425,insurance,-1304
C,000425,it_maintenance,-255
C,000425,maintenance,-1312
C,000425,materials,-1036
C,000425,net_sales,628164
C,000425,others,-950
C,000425,others_incomes,447
C,000425,re_incomes,1363
C,000425,rent,-3041
C,000425,shrinkage,-7309
C,000425,third_party_service,-168
C,000425,transportation_cost,-4323
C,000425,utilities,-8902
C,000425,wage,-18371
C,000426,advertising,-824
C,000426,cogs,-550547
C,000426,credit_card_fee,-2612
C,000426,customer_loyalty,-1073
